iso3_code,country_name,base_che,shock_che,base_oops,shock_oops,base_gghed,shock_gghed,che_delta_pct,oops_delta_pp,gghed_delta_pp
PSE,"occupied Palestinian territory, including east Jerusalem",1712767011.980484,1777743400.5629675,38.696574507366904,35.11233168918305,39.86502075,39.58067067333334,3.793650165374851,-3.584242818183853,-0.28435007666666223
QAT,Qatar,6553425715.935278,6002234930.70633,6.390301737036775,6.729852807706453,85.47602081000001,84.63210550666668,-8.410727596845643,0.33955107066967827,-0.8439153033333326
ROU,Romania,18470055354.104744,20168659757.67002,18.87716407531745,20.463438557540485,80.13863372999998,77.79659271333334,9.19653120144972,1.5862744822230361,-2.3420410166666414
RUS,Russian Federation,109097439042.03471,141812054221.18158,36.57374744594576,27.069397995173887,61.151916500000006,71.29888153333333,29.98660231294896,-9.504349450771876,10.146965033333323
RWA,Rwanda,561593049.7480652,729294410.0429163,10.078193008067066,5.468591094686488,36.01250076,40.07092666333333,29.86172289170657,-4.609601913380578,4.05842590333333
SAU,Saudi Arabia,54008924176.13486,59938755259.316284,11.404073756177793,11.00710461228368,73.78594971,77.47053527666667,10.979354196804508,-0.396969143894113,3.6845855666666694
SDN,Sudan,2274150588.3266892,1547381923.710508,67.5037088384672,51.23943591269635,22.552833559999993,27.33434359,-31.957807382972582,-16.264272925770854,4.781510030000007
SEN,Senegal,1175327304.9572096,1268788462.999019,48.746607661381226,45.21992822502702,23.52870941,29.111224493333335,7.951926042015334,-3.5266794363542076,5.582515083333334
SGP,Singapore,19906466154.9088,23599874816.87964,28.390581642689003,23.770564708762073,51.83863831000001,60.295427956666664,18.55381378708481,-4.62001693392693,8.456789646666657
SLB,Solomon Islands,70741054.67022552,77204049.97973834,3.588588475557233,3.5934240453392685,73.44326782,70.87670389666667,9.136130836105643,0.004835569782035698,-2.5665639233333337
SLE,Sierra Leone,314235102.1818185,297207601.4300004,52.88983771983029,52.893368258810256,13.611790660000002,18.456483206666668,-5.418713769910352,0.0035305389799660247,4.844692546666666
SLV,El Salvador,2731795301.6878533,3007114717.9648104,37.67107033727668,29.67609517121454,53.52661895999999,63.49553171666667,10.078332593472489,-7.99497516606214,9.968912756666676
SMR,San Marino,140636939.3374777,139147620.98647806,11.220835020421251,11.182318057344608,88.77916717999999,88.81768290333333,-1.0589809178268796,-0.03851696307664376,0.038515723333347296
SOM,Somalia,245043477.25057968,274835462.42895025,44.99186531797616,43.10331279001278,6.236894129999998,10.97339821,12.157836443002111,-1.888552527963384,4.736504080000001
SRB,Serbia,5915636535.98115,6548070079.049221,37.03455688569593,33.248466051715425,58.33224487000001,64.54823303,10.690878981853773,-3.786090833980502,6.215988159999995
